player_id,name,firstname,lastname,photo,dob,age,nationality,height,weight,position,current_team,team_id,team_logo,last_season,kit_number
19829,A. Doughty,Alfie Henry,Harman Doughty,https://media.api-sports.io/football/players/19829.png,1999-12-21,26.0,England,183.0,68.0,Midfielder,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
19195,A. El Ghazi,Anwar,El Ghazi,https://media.api-sports.io/football/players/19195.png,1995-05-03,30.0,Netherlands,189.0,90.0,Attacker,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2022,
153430,A. Elanga,Anthony David,Junior Elanga,https://media.api-sports.io/football/players/153430.png,2002-04-27,23.0,Sweden,178.0,70.0,Attacker,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2025,20.0
303467,A. Fatawu,Issahaku Abdul,Fatawu,https://media.api-sports.io/football/players/303467.png,2004-03-08,21.0,Ghana,177.0,73.0,Attacker,Leicester,46,https://media.api-sports.io/football/teams/46.png,2024,
19127,A. Forshaw,Adam John,Forshaw,https://media.api-sports.io/football/players/19127.png,1991-10-08,34.0,England,174.0,71.0,Midfielder,Leeds,63,https://media.api-sports.io/football/teams/63.png,2022,
335813,A. Francis-Clarke,Aidan,Francis-Clarke,https://media.api-sports.io/football/players/335813.png,2005-09-13,21.0,England,181.0,,Defender,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
284324,A. Garnacho,Alejandro,Garnacho Ferreyra,https://media.api-sports.io/football/players/284324.png,2004-07-01,21.0,Argentina,180.0,73.0,Attacker,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2025,49.0
215873,A. Gilbert,Alexander George Henry,Gilbert,https://media.api-sports.io/football/players/215873.png,2001-12-28,24.0,Republic of Ireland,183.0,67.0,Attacker,Brentford,55,https://media.api-sports.io/football/teams/55.png,2022,
284406,A. Gilchrist,Alfie,Gilchrist,https://media.api-sports.io/football/players/284406.png,2003-11-28,22.0,England,183.0,78.0,Defender,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
557541,A. Golambeckis,,,https://media.api-sports.io/football/players/557541.png,,17.0,,,,Defender,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,58.0
896,A. Gomes,Adilson Angel,Abreu de Almeida Gomes,https://media.api-sports.io/football/players/896.png,2000-08-31,25.0,England,168.0,56.0,Midfielder,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,47.0
138787,A. Gordon,Anthony Michael,Gordon,https://media.api-sports.io/football/players/138787.png,2001-02-24,24.0,England,183.0,72.0,Attacker,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2025,10.0
328089,A. Gray,Archie James Francis,Gray,https://media.api-sports.io/football/players/328089.png,2006-03-12,19.0,England,187.0,70.0,Midfielder,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,14.0
263177,A. Grønbæk,Albert,Grønbæk Erlykke,https://media.api-sports.io/football/players/263177.png,2001-05-23,24.0,Denmark,176.0,65.0,Midfielder,Southampton,41,https://media.api-sports.io/football/teams/41.png,2024,
18933,A. Gunn,Angus Fraser James,Gunn,https://media.api-sports.io/football/players/18933.png,1996-01-22,29.0,Scotland,196.0,77.0,Goalkeeper,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2025,18.0
277716,A. Hackford,Antwoine,Hackford,https://media.api-sports.io/football/players/277716.png,2004-03-20,21.0,England,177.0,,Attacker,Sheffield Utd,62,https://media.api-sports.io/football/teams/62.png,2023,
402524,A. Harrison,Adam Alan,Harrison,https://media.api-sports.io/football/players/402524.png,2006-10-20,19.0,England,,,Goalkeeper,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,
402329,A. Heaven,Ayden,Heaven,https://media.api-sports.io/football/players/402329.png,2006-09-22,19.0,England,189.0,77.0,Defender,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2025,26.0
44871,A. Hickey,Aaron,Buchanan Hickey,https://media.api-sports.io/football/players/44871.png,2002-06-10,23.0,Scotland,178.0,72.0,Defender,Brentford,55,https://media.api-sports.io/football/teams/55.png,2025,2.0
68466,A. Irving,Andrew,Irving,https://media.api-sports.io/football/players/68466.png,2000-05-13,25.0,Scotland,190.0,66.0,Midfielder,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,
2864,A. Isak,Alexander,Isak,https://media.api-sports.io/football/players/2864.png,1999-09-21,26.0,Sweden,192.0,77.0,Attacker,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,9.0
1455,A. Iwobi,Alexander Chuka,Iwobi,https://media.api-sports.io/football/players/1455.png,1996-05-03,29.0,Nigeria,180.0,75.0,Midfielder,Fulham,36,https://media.api-sports.io/football/teams/36.png,2025,17.0
147831,A. Kalimuendo,Arnaud,Kalimuendo-Muinga,https://media.api-sports.io/football/players/147831.png,2002-01-20,23.0,France,178.0,79.0,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2025,
360114,A. Khusanov,Abduqodir,Khusanov,https://media.api-sports.io/football/players/360114.png,2004-02-29,21.0,Uzbekistan,186.0,84.0,Defender,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2025,45.0
265826,A. Kinský,Antonín,Kinský,https://media.api-sports.io/football/players/265826.png,2003-03-13,22.0,Czechia,190.0,83.0,Goalkeeper,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2025,31.0
18972,A. Knockaert,Anthony Patrick,Knockaert,https://media.api-sports.io/football/players/18972.png,1991-11-20,33.0,France,172.0,69.0,Midfielder,Fulham,36,https://media.api-sports.io/football/teams/36.png,2023,
295,A. Lallana,Adam David,Lallana,https://media.api-sports.io/football/players/295.png,1988-05-10,37.0,England,172.0,73.0,Midfielder,Southampton,41,https://media.api-sports.io/football/teams/41.png,2024,
20224,A. Lonergan,Andrew Michael,Lonergan,https://media.api-sports.io/football/players/20224.png,1983-10-19,42.0,England,192.0,87.0,Goalkeeper,Everton,45,https://media.api-sports.io/football/teams/45.png,2024,
6716,A. Mac Allister,Alexis,Mac Allister,https://media.api-sports.io/football/players/6716.png,1998-12-24,27.0,Argentina,176.0,69.0,Midfielder,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,10.0
1456,A. Maitland-Niles,Ainsley Cory,Maitland-Niles,https://media.api-sports.io/football/players/1456.png,1997-08-29,28.0,England,177.0,71.0,Midfielder,Southampton,41,https://media.api-sports.io/football/teams/41.png,2022,
908,A. Martial,Anthony Jordan,Martial,https://media.api-sports.io/football/players/908.png,1995-12-05,30.0,France,181.0,76.0,Attacker,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2024,
18816,A. Masuaku,Fuka-Arthur,Masuaku Kawela,https://media.api-sports.io/football/players/18816.png,1993-11-07,32.0,Congo DR,179.0,80.0,Defender,Sunderland,746,https://media.api-sports.io/football/teams/746.png,2025,
342191,A. Mazilu,Adrian,Mazilu,https://media.api-sports.io/football/players/342191.png,2005-09-13,20.0,Romania,186.0,,Attacker,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
18935,A. McCarthy,Alex Simon,McCarthy,https://media.api-sports.io/football/players/18935.png,1989-12-03,36.0,England,193.0,79.0,Goalkeeper,Southampton,41,https://media.api-sports.io/football/teams/41.png,2024,
129712,A. Mighten,Alexander Cole,Mighten,https://media.api-sports.io/football/players/129712.png,2002-04-11,23.0,England,172.0,70.0,Attacker,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
319517,A. Milambo,Antoni-Djibu,Milambo,https://media.api-sports.io/football/players/319517.png,2005-04-03,20.0,Netherlands,179.0,68.0,Midfielder,Brentford,55,https://media.api-sports.io/football/teams/55.png,2025,
273760,A. Miller,Amari Miquel,Miller,https://media.api-sports.io/football/players/273760.png,2002-11-04,23.0,England,174.0,,Attacker,Leeds,63,https://media.api-sports.io/football/teams/63.png,2022,
2825,A. Mitrović,Aleksandar,Mitrović,https://media.api-sports.io/football/players/2825.png,1994-09-16,31.0,Serbia,189.0,89.0,Attacker,Fulham,36,https://media.api-sports.io/football/teams/36.png,2023,
137220,A. Moran,Andrew,Moran,https://media.api-sports.io/football/players/137220.png,2003-10-15,22.0,Republic of Ireland,177.0,73.0,Midfielder,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
382344,A. Munda,Anthony Junior,Munda,https://media.api-sports.io/football/players/382344.png,2006-09-08,19.0,England,167.0,60.0,Midfielder,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,
616,A. Murić,Arijanet,Murić,https://media.api-sports.io/football/players/616.png,1998-11-07,27.0,Kosovo,198.0,81.0,Goalkeeper,Ipswich,57,https://media.api-sports.io/football/teams/57.png,2024,
318056,A. Murphy,Alex,Murphy,https://media.api-sports.io/football/players/318056.png,2004-06-25,21.0,Republic of Ireland,188.0,78.0,Defender,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2025,37.0
152968,A. Muskwe,Admiral Dalindlela,Muskwe,https://media.api-sports.io/football/players/152968.png,1998-08-21,27.0,Zimbabwe,183.0,75.0,Attacker,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
407032,A. Nallo,Amara,Nallo,https://media.api-sports.io/football/players/407032.png,2006-11-18,19.0,England,186.0,72.0,Defender,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,4.0
18817,A. Ogbonna,Angelo,Obinze Ogbonna,https://media.api-sports.io/football/players/18817.png,1988-05-23,37.0,Italy,191.0,86.0,Defender,West Ham,48,https://media.api-sports.io/football/teams/48.png,2024,
1131,A. Oko-Flex,Armstrong Inya Echezolachuku,Oko-Flex,https://media.api-sports.io/football/players/1131.png,2002-03-02,23.0,Republic of Ireland,180.0,73.0,Attacker,West Ham,48,https://media.api-sports.io/football/teams/48.png,2022,
231062,A. Okonkwo,Arthur Chukwuezugo,Okonkwo,https://media.api-sports.io/football/players/231062.png,2001-09-09,24.0,England,198.0,84.0,Goalkeeper,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2023,
147835,A. Omobamidele,Andrew Abiola,Omobamidele,https://media.api-sports.io/football/players/147835.png,2002-06-23,23.0,Republic of Ireland,188.0,78.0,Defender,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2024,
526,A. Onana,André,Onana Onana,https://media.api-sports.io/football/players/526.png,1996-04-02,29.0,Cameroon,190.0,93.0,Goalkeeper,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2025,
162714,A. Onana,Amadou Ba Zeund Georges,Mvom Onana,https://media.api-sports.io/football/players/162714.png,2001-08-16,24.0,Belgium,195.0,76.0,Midfielder,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2025,24.0
297,A. Oxlade-Chamberlain,Alexander Mark David,Oxlade-Chamberlain,https://media.api-sports.io/football/players/297.png,1993-08-15,32.0,England,180.0,70.0,Midfielder,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2023,
82097,A. Palmer,Alexander,Palmer,https://media.api-sports.io/football/players/82097.png,1996-08-10,29.0,England,191.0,72.0,Goalkeeper,Ipswich,57,https://media.api-sports.io/football/teams/57.png,2024,
19881,A. Patterson,Anthony,Patterson,https://media.api-sports.io/football/players/19881.png,2000-05-10,25.0,England,189.0,77.0,Goalkeeper,Sunderland,746,https://media.api-sports.io/football/teams/746.png,2025,
94360,A. Paulsen,Alexander Noah,Paulsen,https://media.api-sports.io/football/players/94360.png,2002-07-04,23.0,New Zealand,193.0,82.0,Goalkeeper,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2024,
146325,A. Pepple,Aribusitamunoipirim Emmanuel,Pepple,https://media.api-sports.io/football/players/146325.png,2002-12-25,23.0,Canada,185.0,83.0,Attacker,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
301281,A. Phillips,Ashley,Famiwuya Phillips,https://media.api-sports.io/football/players/301281.png,2005-06-26,20.0,England,192.0,85.0,Defender,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2024,
406508,A. Piesold,Axel,Piesold,https://media.api-sports.io/football/players/406508.png,2005-03-31,20.0,England,,,Midfielder,Luton,1359,https://media.api-sports.io/football/teams/1359.png,2023,
283272,A. Pond,Alfie James,Pond,https://media.api-sports.io/football/players/283272.png,2004-03-01,21.0,England,191.0,86.0,Defender,Wolves,39,https://media.api-sports.io/football/teams/39.png,2025,
138934,A. Pressley,Aaron Alex,Pressley,https://media.api-sports.io/football/players/138934.png,2001-11-07,24.0,Scotland,194.0,75.0,Attacker,Brentford,55,https://media.api-sports.io/football/teams/55.png,2023,
283289,A. Raikhy,Arjan,Singh Raikhy,https://media.api-sports.io/football/players/283289.png,2002-10-20,23.0,England,,,Midfielder,Leicester,46,https://media.api-sports.io/football/teams/46.png,2024,
20355,A. Ramsdale,Aaron Christopher,Ramsdale,https://media.api-sports.io/football/players/20355.png,1998-05-14,27.0,England,190.0,88.0,Goalkeeper,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2025,32.0
278079,A. Ramsey,Aaron James,Ramsey,https://media.api-sports.io/football/players/278079.png,2003-01-21,22.0,England,181.0,,Midfielder,Burnley,44,https://media.api-sports.io/football/teams/44.png,2025,
288109,A. Robertson,Alexander Sean Pablo,Robertson,https://media.api-sports.io/football/players/288109.png,2003-04-17,22.0,Australia,182.0,,Midfielder,Manchester City,50,https://media.api-sports.io/football/teams/50.png,2024,
289,A. Robertson,Andrew Henry,Robertson,https://media.api-sports.io/football/players/289.png,1994-03-11,31.0,Scotland,178.0,64.0,Defender,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2025,26.0
19549,A. Robinson,Antonee,Robinson,https://media.api-sports.io/football/players/19549.png,1997-08-08,28.0,USA,183.0,70.0,Defender,Fulham,36,https://media.api-sports.io/football/teams/36.png,2025,33.0
22173,A. Saint-Maximin,Allan Irénée,Saint-Maximin,https://media.api-sports.io/football/players/22173.png,1997-03-12,28.0,France,173.0,67.0,Forward,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2023,
1427,A. Sambi Lokonga,Albert-Mboyo,Sambi Lokonga,https://media.api-sports.io/football/players/1427.png,1999-10-22,26.0,Belgium,183.0,67.0,Midfielder,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2024,
304853,A. Scott,Alex Jay,Scott,https://media.api-sports.io/football/players/304853.png,2003-08-21,22.0,England,178.0,68.0,Midfielder,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,8.0
19281,A. Semenyo,Antoine Serlom,Semenyo,https://media.api-sports.io/football/players/19281.png,2000-01-07,25.0,Ghana,185.0,79.0,Midfielder,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,42.0
277191,A. Sima,Abdallah Dipo,Sima,https://media.api-sports.io/football/players/277191.png,2001-06-17,24.0,Senegal,188.0,79.0,Attacker,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
18869,A. Smith,Adam James,Smith,https://media.api-sports.io/football/players/18869.png,1991-04-29,34.0,England,180.0,78.0,Defender,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,15.0
18985,A. Smithies,Alexander,Smithies,https://media.api-sports.io/football/players/18985.png,1990-03-05,34.0,England,189.0,84.0,Goalkeeper,Leicester,46,https://media.api-sports.io/football/teams/46.png,2022,
177665,A. Stach,Anton Levi,Stach,https://media.api-sports.io/football/players/177665.png,1998-11-15,27.0,Germany,193.0,86.0,Midfielder,Leeds,63,https://media.api-sports.io/football/teams/63.png,2025,18.0
32966,A. Tanaka,Ao,Tanaka,https://media.api-sports.io/football/players/32966.png,1998-09-10,27.0,Japan,180.0,75.0,Midfielder,Leeds,63,https://media.api-sports.io/football/teams/63.png,2025,22.0
18854,A. Townsend,Andros Darryl,Townsend,https://media.api-sports.io/football/players/18854.png,1991-07-16,34.0,England,181.0,77.0,Forward,Everton,45,https://media.api-sports.io/football/teams/45.png,2023,
162267,A. Truffert,Adrien,Truffert,https://media.api-sports.io/football/players/162267.png,2001-11-20,24.0,France,176.0,72.0,Defender,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,3.0
50737,A. Trusty,Auston Levi-Jesaiah,Trusty,https://media.api-sports.io/football/players/50737.png,1998-08-12,27.0,USA,191.0,84.0,Defender,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2023,
19182,A. Tuanzebe,Axel,Tuanzebe,https://media.api-sports.io/football/players/19182.png,1997-11-14,28.0,England,186.0,75.0,Defender,Burnley,44,https://media.api-sports.io/football/teams/44.png,2025,6.0
361485,A. Tóth,Alex,Tóth,https://media.api-sports.io/football/players/361485.png,2005-10-23,20.0,Hungary,181.0,,Midfielder,Bournemouth,35,https://media.api-sports.io/football/teams/35.png,2025,27.0
311344,A. Véliz,Alejo,Véliz,https://media.api-sports.io/football/players/311344.png,2003-09-19,22.0,Argentina,186.0,77.0,Attacker,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2024,
18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,https://media.api-sports.io/football/players/18846.png,1997-11-26,28.0,England,183.0,72.0,Midfielder,West Ham,48,https://media.api-sports.io/football/teams/48.png,2025,29.0
19265,A. Webster,Adam Harry,Webster,https://media.api-sports.io/football/players/19265.png,1995-01-04,30.0,England,191.0,75.0,Defender,Brighton,51,https://media.api-sports.io/football/teams/51.png,2024,
288102,A. Wharton,Adam James,Wharton,https://media.api-sports.io/football/players/288102.png,2004-06-02,21.0,England,182.0,77.0,Midfielder,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2025,20.0
161,A. Whiteman,Alfie Malik,Whiteman,https://media.api-sports.io/football/players/161.png,1998-10-02,27.0,England,189.0,84.0,Goalkeeper,Tottenham,47,https://media.api-sports.io/football/teams/47.png,2024,
894,A. Young,Ashley Simon,Young,https://media.api-sports.io/football/players/894.png,1985-07-09,40.0,England,175.0,65.0,Defender,Everton,45,https://media.api-sports.io/football/teams/45.png,2024,
129169,A. Zaroury,Anass,Zaroury,https://media.api-sports.io/football/players/129169.png,2000-11-07,25.0,Morocco,176.0,70.0,Attacker,Burnley,44,https://media.api-sports.io/football/teams/44.png,2023,
48649,A. Zeqiri,Andi Avdi,Zeqiri,https://media.api-sports.io/football/players/48649.png,1999-06-22,26.0,Switzerland,185.0,81.0,Attacker,Brighton,51,https://media.api-sports.io/football/teams/51.png,2023,
329358,Aaron Bott,Aaron,Bott,https://media.api-sports.io/football/players/329358.png,2004-09-06,21.0,England,,,Goalkeeper,Nottingham Forest,65,https://media.api-sports.io/football/teams/65.png,2023,63.0
284357,Aaron Keto-Diyawa,Aaron,Keto-Diyawa,https://media.api-sports.io/football/players/284357.png,2003-09-11,22.0,England,,,Defender,Wolves,39,https://media.api-sports.io/football/teams/39.png,2024,
431921,Adam Aznou Ben Cheikh,Adam,Aznou Ben Cheikh,https://media.api-sports.io/football/players/431921.png,2006-06-02,19.0,Spain,178.0,70.0,Defender,Everton,45,https://media.api-sports.io/football/teams/45.png,2025,39.0
18753,Adama Traoré,Adama,Traoré Diarra,https://media.api-sports.io/football/players/18753.png,1996-01-25,29.0,Spain,178.0,86.0,Attacker,Fulham,36,https://media.api-sports.io/football/teams/36.png,2025,17.0
304319,Ademola Oladipupo Ola-Adebomi,Ademola,Oladipupo Ola-Adebomi,https://media.api-sports.io/football/players/304319.png,2003-09-03,22.0,England,,,Attacker,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2024,
313636,Adler Nascimento,Adler Bruno,Sá Nogueira de Nascimento,https://media.api-sports.io/football/players/313636.png,2004-11-25,21.0,Portugal,,,Attacker,Crystal Palace,52,https://media.api-sports.io/football/teams/52.png,2022,
18812,Adrián,Adrián,San Miguel del Castillo,https://media.api-sports.io/football/players/18812.png,1987-01-03,38.0,Spain,190.0,80.0,Goalkeeper,Liverpool,40,https://media.api-sports.io/football/teams/40.png,2024,
434180,Aidan Borland,Aidan Gerald,Borland,https://media.api-sports.io/football/players/434180.png,2007-04-25,18.0,Scotland,177.0,65.0,Midfielder,Aston Villa,66,https://media.api-sports.io/football/teams/66.png,2024,
365988,Aidan Harris,Aidan,Harris,https://media.api-sports.io/football/players/365988.png,2006-12-16,19.0,England,,,Goalkeeper,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,1.0
289618,Alex Matos,Alex,Matos,https://media.api-sports.io/football/players/289618.png,2004-10-03,21.0,England,,,Midfielder,Chelsea,49,https://media.api-sports.io/football/teams/49.png,2024,
378,Alex Telles,Alex,Nicolao Telles,https://media.api-sports.io/football/players/378.png,1992-12-15,33.0,Brazil,181.0,71.0,Defender,Manchester United,33,https://media.api-sports.io/football/teams/33.png,2023,
284559,Alexander Paul Borto,Alexander Paul,Borto,https://media.api-sports.io/football/players/284559.png,2003-11-06,22.0,USA,188.0,80.0,Goalkeeper,Fulham,36,https://media.api-sports.io/football/teams/36.png,2024,
337933,Alexei Rojas Fedorushchenko,Alexei,Rojas Fedorushchenko,https://media.api-sports.io/football/players/337933.png,2005-09-28,20.0,Colombia,187.0,77.0,Goalkeeper,Arsenal,42,https://media.api-sports.io/football/teams/42.png,2024,51.0
382345,Alfie Harrison,Alfie,Harrison,https://media.api-sports.io/football/players/382345.png,2005-11-28,20.0,England,,,Midfielder,Newcastle,34,https://media.api-sports.io/football/teams/34.png,2024,
288129,Alfie Shane McNally,Alfie Shane,McNally,https://media.api-sports.io/football/players/288129.png,2004-12-22,21.0,England,,,Goalkeeper,Fulham,36,https://media.api-sports.io/football/teams/36.png,2025,1.0
