player_id,age_squared,position,position_encoded,nationality
15797,676.0,Midfielder,2,Sweden
15799,729.0,Midfielder,2,Nigeria
15812,961.0,Forward,3,Nigeria
15870,625.0,Goalkeeper,0,Denmark
15884,625.0,Midfielder,2,Denmark
15908,625.0,Midfielder,2,Denmark
15911,625.0,Attacker,3,Ghana
17365,900.0,Defender,1,England
17407,529.0,Defender,1,England
17448,961.0,Goalkeeper,0,England
17579,900.0,Attacker,3,Republic of Ireland
17597,676.0,Defender,1,Republic of Ireland
17641,729.0,Attacker,3,England
17661,529.0,Defender,1,England
17714,729.0,Defender,1,England
17715,729.0,Midfielder,2,Colombia
17736,784.0,Goalkeeper,0,Denmark
17739,784.0,Defender,1,England
17772,900.0,Defender,1,England
17879,729.0,Attacker,3,Spain
18146,1024.0,Goalkeeper,0,Wales
18331,676.0,Defender,1,Wales
18397,729.0,Midfielder,2,Republic of Ireland
18592,625.0,Midfielder,2,Senegal
18737,1521.0,Goalkeeper,0,England
18739,1156.0,Defender,1,Côte d'Ivoire
18740,961.0,Defender,1,Spain
18741,1024.0,Defender,1,England
18742,1089.0,Defender,1,Republic of Ireland
18744,784.0,Defender,1,England
18745,676.0,Defender,1,Portugal
18746,625.0,Midfielder,2,England
18747,625.0,Defender,1,England
18751,1024.0,Forward,3,Portugal
18752,961.0,Attacker,3,Angola
18753,841.0,Attacker,3,Spain
18755,676.0,Goalkeeper,0,Portugal
18758,1369.0,Defender,1,Republic of Ireland
18762,729.0,Midfielder,2,England
18765,1024.0,Midfielder,2,Portugal
18766,784.0,Attacker,3,England
18769,1156.0,Attacker,3,England
18770,1681.0,Goalkeeper,0,Switzerland
18771,1024.0,Defender,1,Portugal
18772,1369.0,Defender,1,Northern Ireland
18776,841.0,Defender,1,Türkiye
18777,1225.0,Midfielder,2,England
18778,784.0,Attacker,3,England
18779,784.0,Midfielder,2,England
18781,841.0,Attacker,3,Jamaica
18784,841.0,Midfielder,2,England
18785,1089.0,Midfielder,2,Senegal
18786,841.0,Midfielder,2,Nigeria
18788,1444.0,Attacker,3,England
18803,961.0,Midfielder,2,England
18805,1024.0,Midfielder,2,Mali
18806,900.0,Midfielder,2,England
18812,1444.0,Goalkeeper,0,Spain
18813,1296.0,Defender,1,England
18814,784.0,Defender,1,France
18815,1024.0,Defender,1,England
18816,1024.0,Defender,1,Congo DR
18817,1369.0,Defender,1,Italy
18819,1225.0,Attacker,3,Jamaica
18820,625.0,Midfielder,2,Republic of Ireland
18823,625.0,Defender,1,England
18826,1225.0,Midfielder,2,England
18835,1444.0,Goalkeeper,0,Spain
18836,1444.0,Goalkeeper,0,Wales
18843,1089.0,Midfielder,2,Ghana
18844,1225.0,Defender,1,England
18846,784.0,Midfielder,2,England
18847,1296.0,Defender,1,England
18849,1296.0,Midfielder,2,Scotland
18852,1156.0,Midfielder,2,Serbia
18853,841.0,Midfielder,2,Netherlands
18854,1156.0,Forward,3,England
18858,1444.0,Goalkeeper,0,Bosnia and Herzegovina
18860,676.0,Goalkeeper,0,Republic of Ireland
18861,900.0,Defender,1,Netherlands
18862,1156.0,Defender,1,England
18863,1156.0,Defender,1,England
18866,784.0,Defender,1,Wales
18869,1156.0,Defender,1,England
18870,784.0,Midfielder,2,Wales
18872,784.0,Midfielder,2,England
18873,961.0,Midfielder,2,Scotland
18878,1156.0,Midfielder,2,England
18883,784.0,Attacker,3,England
18884,729.0,Attacker,3,England
18885,1225.0,Goalkeeper,0,England
18886,1296.0,Goalkeeper,0,Slovakia
18889,784.0,Goalkeeper,0,England
18891,1225.0,Defender,1,Republic of Ireland
18892,1156.0,Defender,1,Wales
18893,1296.0,Defender,1,Argentina
18894,1024.0,Defender,1,England
18896,961.0,Defender,1,Spain
18899,900.0,Midfielder,2,England
18901,784.0,Midfielder,2,England
18902,841.0,Midfielder,2,Brazil
18903,1296.0,Midfielder,2,Scotland
18904,1089.0,Midfielder,2,England
18906,1024.0,Attacker,3,Spain
18911,1089.0,Goalkeeper,0,England
18917,1296.0,Defender,1,England
18918,1024.0,Defender,1,England
18922,1296.0,Midfielder,2,England
18924,1089.0,Midfielder,2,Republic of Ireland
18927,1296.0,Attacker,3,England
18929,676.0,Attacker,3,England
18931,1156.0,Attacker,3,New Zealand
18932,1369.0,Goalkeeper,0,England
18933,841.0,Goalkeeper,0,Scotland
18935,1296.0,Goalkeeper,0,England
18936,1156.0,Defender,1,England
18940,961.0,Defender,1,England
18941,900.0,Defender,1,England
18942,676.0,Defender,1,Tunisia
18943,1089.0,Defender,1,Denmark
18945,1089.0,Midfielder,2,Scotland
18946,961.0,Midfielder,2,Norway
18947,1024.0,Midfielder,2,Gabon
18948,961.0,Midfielder,2,England
18949,1156.0,Midfielder,2,Spain
18955,1089.0,Attacker,3,England
18957,625.0,Attacker,3,Republic of Ireland
18959,784.0,Goalkeeper,0,Spain
18960,1225.0,Goalkeeper,0,England
18961,1089.0,Defender,1,England
18962,1089.0,Defender,1,Republic of Ireland
18963,1156.0,Defender,1,England
18968,841.0,Midfielder,2,Mali
18970,1156.0,Midfielder,2,Germany
18972,1089.0,Midfielder,2,France
18973,961.0,Midfielder,2,England
18978,1024.0,Forward,3,Romania
18979,729.0,Attacker,3,Sweden
18985,1156.0,Goalkeeper,0,England
18996,1225.0,Midfielder,2,Republic of Ireland
19004,1024.0,Attacker,3,Jamaica
19012,1089.0,Goalkeeper,0,England
19015,1024.0,Defender,1,England
19016,900.0,Defender,1,England
19023,1444.0,Defender,1,USA
19025,1156.0,Midfielder,2,Scotland
19027,1089.0,Midfielder,2,Congo DR
19030,625.0,Midfielder,2,Denmark
19032,625.0,Defender,1,England
19035,484.0,Midfielder,2,England
19043,961.0,Defender,1,Netherlands
19061,1369.0,Goalkeeper,0,Netherlands
19070,625.0,Defender,1,England
19071,841.0,Midfielder,2,Argentina
19073,729.0,Defender,1,England
19076,729.0,Defender,1,Northern Ireland
19083,900.0,Attacker,3,England
19088,784.0,Goalkeeper,0,England
19089,1225.0,Goalkeeper,0,England
19090,1024.0,Defender,1,Greece
19091,1296.0,Defender,1,England
19093,1089.0,Defender,1,Republic of Ireland
19102,1156.0,Midfielder,2,Scotland
19105,1156.0,Midfielder,2,Northern Ireland
19115,841.0,Goalkeeper,0,Northern Ireland
19116,1156.0,Defender,1,England
19118,1156.0,Defender,1,Scotland
19119,676.0,Defender,1,England
19124,1156.0,Defender,1,Sweden
19126,1089.0,Defender,1,Northern Ireland
19127,1156.0,Midfielder,2,England
19128,841.0,Attacker,3,England
19130,900.0,Midfielder,2,England
19134,1024.0,Attacker,3,England
19136,625.0,Attacker,3,England
19143,1024.0,Goalkeeper,0,England
19145,784.0,Defender,1,England
19147,1225.0,Defender,1,England
19150,841.0,Defender,1,England
19152,1024.0,Defender,1,England
19163,900.0,Midfielder,2,England
19169,1296.0,Attacker,3,England
19170,529.0,Midfielder,2,England
19173,729.0,Goalkeeper,0,Montenegro
19174,1089.0,Goalkeeper,0,England
19177,900.0,Defender,1,England
19179,1024.0,Defender,1,England
19182,784.0,Defender,1,England
19185,729.0,Attacker,3,England
19187,900.0,Midfielder,2,England
19191,961.0,Midfielder,2,Scotland
19192,576.0,Midfielder,2,England
19194,784.0,Attacker,3,England
19195,900.0,Attacker,3,Netherlands
19197,1600.0,Goalkeeper,0,England
19201,625.0,Defender,1,England
19220,676.0,Attacker,3,England
19221,784.0,Midfielder,2,Wales
19229,1369.0,Goalkeeper,0,Republic of Ireland
19235,625.0,Defender,1,England
19245,676.0,Midfielder,2,England
19248,529.0,Defender,1,England
19263,729.0,Defender,1,England
19265,900.0,Defender,1,England
19268,900.0,Midfielder,2,England
19281,625.0,Midfielder,2,Ghana
19287,1024.0,Defender,1,England
19294,1024.0,Defender,1,England
19298,784.0,Defender,1,Poland
19299,1296.0,Midfielder,2,England
19302,961.0,Midfielder,2,England
19305,784.0,Midfielder,2,England
19307,961.0,Attacker,3,Brazil
19308,1156.0,Attacker,3,England
19309,1089.0,Attacker,3,England
19312,729.0,Goalkeeper,0,Germany
19321,784.0,Defender,1,Wales
19329,784.0,Attacker,3,Wales
19331,900.0,Defender,1,Wales
19337,841.0,Attacker,3,Scotland
19340,676.0,Goalkeeper,0,England
19341,1024.0,Goalkeeper,0,England
19345,676.0,Defender,1,Denmark
19346,784.0,Defender,1,England
19350,676.0,Defender,1,Denmark
19352,784.0,Midfielder,2,Spain
19354,784.0,Defender,1,England
19356,900.0,Midfielder,2,Denmark
19361,900.0,Attacker,3,Algeria
19362,729.0,Midfielder,2,England
19364,841.0,Attacker,3,France
19365,784.0,Attacker,3,Republic of Ireland
19366,900.0,Attacker,3,England
19393,784.0,Midfielder,2,England
19408,841.0,Defender,1,England
19428,841.0,Attacker,3,England
19454,900.0,Midfielder,2,England
19461,729.0,Attacker,3,Germany
19465,900.0,Goalkeeper,0,Spain
19466,961.0,Defender,1,Jamaica
19480,900.0,Midfielder,2,England
19482,900.0,Midfielder,2,England
19484,784.0,Midfielder,2,England
19485,676.0,Attacker,3,Chile
19495,576.0,Defender,1,Republic of Ireland
19524,841.0,Attacker,3,Scotland
19541,900.0,Goalkeeper,0,England
19545,676.0,Defender,1,England
19549,784.0,Defender,1,USA
19558,1156.0,Midfielder,2,Egypt
19565,529.0,Midfielder,2,England
19569,529.0,Attacker,3,England
19573,900.0,Goalkeeper,0,England
19586,729.0,Attacker,3,England
19587,841.0,Defender,1,Republic of Ireland
19592,1024.0,Midfielder,2,England
19599,1089.0,Goalkeeper,0,Argentina
19603,625.0,Defender,1,England
19610,729.0,Defender,1,England
19617,576.0,Midfielder,2,France
19655,841.0,Midfielder,2,Nigeria
19657,841.0,Goalkeeper,0,Slovakia
19684,961.0,Goalkeeper,0,England
19719,784.0,Defender,1,England
19720,676.0,Defender,1,England
19723,625.0,Midfielder,2,Tunisia
19733,676.0,Midfielder,2,England
19738,676.0,Defender,1,Republic of Ireland
19744,961.0,Attacker,3,England
19750,1156.0,Goalkeeper,0,England
19756,961.0,Defender,1,England
19757,961.0,Defender,1,Republic of Ireland
19759,1089.0,Midfielder,2,England
19760,729.0,Defender,1,England
19767,961.0,Midfielder,2,Congo DR
19769,841.0,Defender,1,England
19772,625.0,Attacker,3,Republic of Ireland
19779,1089.0,Goalkeeper,0,Wales
19789,1024.0,Defender,1,Jamaica
19802,729.0,Attacker,3,Scotland
19804,1089.0,Attacker,3,Wales
19808,961.0,Attacker,3,England
19824,676.0,Defender,1,Zimbabwe
19825,841.0,Midfielder,2,Nigeria
19827,841.0,Midfielder,2,Republic of Ireland
19829,676.0,Midfielder,2,England
19831,900.0,Attacker,3,Ghana
19842,1225.0,Attacker,3,Montserrat
19860,841.0,Defender,1,England
19866,961.0,Attacker,3,Jamaica
19881,625.0,Goalkeeper,0,England
19910,576.0,Midfielder,2,England
19911,961.0,Midfielder,2,England
19959,784.0,Defender,1,England
19964,841.0,Midfielder,2,Scotland
19974,841.0,Attacker,3,England
20007,784.0,Attacker,3,England
20031,841.0,Midfielder,2,England
20069,625.0,Goalkeeper,0,England
20079,729.0,Defender,1,Australia
20089,961.0,Attacker,3,Wales
20093,529.0,Defender,1,England
20110,729.0,Midfielder,2,Grenada
20167,1024.0,Defender,1,St. Lucia
20189,1024.0,Midfielder,2,England
20203,961.0,Defender,1,Wales
20206,729.0,Defender,1,England
20224,1764.0,Goalkeeper,0,England
20303,900.0,Midfielder,2,England
20319,676.0,Goalkeeper,0,England
20355,729.0,Goalkeeper,0,England
20386,961.0,Goalkeeper,0,England
20415,1024.0,Attacker,3,England
20457,900.0,Defender,1,Australia
20503,729.0,Midfielder,2,England
20557,676.0,Midfielder,2,France
20589,676.0,Attacker,3,Cameroon
20600,784.0,Defender,1,France
20619,625.0,Goalkeeper,0,France
20638,625.0,Midfielder,2,France
20649,841.0,Attacker,3,Congo DR
20665,729.0,Attacker,3,France
20850,841.0,Defender,1,Haiti
20995,625.0,Defender,1,France
21090,1024.0,Defender,1,Brazil
21104,729.0,Attacker,3,France
21138,576.0,Defender,1,Algeria
21566,1156.0,Goalkeeper,0,France
21636,961.0,Defender,1,France
21694,841.0,Defender,1,Morocco
21998,729.0,Defender,1,France
22090,576.0,Defender,1,France
22094,625.0,Defender,1,France
22136,576.0,Defender,1,France
22149,784.0,Midfielder,2,Côte d'Ivoire
22157,1024.0,Goalkeeper,0,Argentina
22160,784.0,Defender,1,France
22166,676.0,Defender,1,France
22173,784.0,Forward,3,France
22224,784.0,Defender,1,Brazil
22225,961.0,Defender,1,Mozambique
22233,676.0,Midfielder,2,France
22265,1156.0,Forward,3,Cape Verde
24760,625.0,Goalkeeper,0,Georgia
24882,729.0,Midfielder,2,Belgium
24888,841.0,Attacker,3,Korea Republic
25004,1089.0,Goalkeeper,0,Germany
25061,576.0,Defender,1,Germany
25073,729.0,Midfielder,2,Germany
25114,729.0,Goalkeeper,0,Germany
25287,729.0,Defender,1,Austria
25391,1024.0,Attacker,3,Germany
25416,1089.0,Forward,3,Netherlands
25628,625.0,Defender,1,Germany
25916,841.0,Defender,1,Senegal
25927,784.0,Attacker,3,France
26232,1024.0,Goalkeeper,0,Netherlands
26238,841.0,Defender,1,Germany
26303,729.0,Defender,1,Croatia
26305,784.0,Midfielder,2,Argentina
26475,841.0,Attacker,3,Germany
26644,576.0,Goalkeeper,0,Greece
27778,676.0,Defender,1,Hungary
30407,961.0,Midfielder,2,Denmark
30410,784.0,Attacker,3,Italy
30427,576.0,Defender,1,Italy
30435,625.0,Midfielder,2,Sweden
30471,1024.0,Defender,1,Netherlands
30476,784.0,Defender,1,Brazil
30544,676.0,Attacker,3,Italy
30765,784.0,Goalkeeper,0,Romania
30776,729.0,Defender,1,Argentina
31057,625.0,Midfielder,2,Côte d'Ivoire
31146,625.0,Midfielder,2,Italy
31354,841.0,Goalkeeper,0,Italy
32887,625.0,Defender,1,Japan
32966,729.0,Midfielder,2,Japan
33095,676.0,Defender,1,Japan
36865,676.0,Midfielder,2,Netherlands
36878,1156.0,Goalkeeper,0,Netherlands
36902,729.0,Midfielder,2,Netherlands
36922,576.0,Defender,1,Netherlands
36927,729.0,Midfielder,2,Netherlands
36929,784.0,Midfielder,2,Netherlands
37122,900.0,Midfielder,2,Slovakia
37127,729.0,Midfielder,2,Norway
37130,625.0,Attacker,3,Netherlands
37143,625.0,Defender,1,Netherlands
37145,676.0,Defender,1,Netherlands
37161,676.0,Attacker,3,Colombia
37276,625.0,Goalkeeper,0,Netherlands
37381,676.0,Attacker,3,Belgium
37440,676.0,Forward,3,Türkiye
37724,576.0,Attacker,3,Netherlands
37882,729.0,Attacker,3,England
38695,625.0,Defender,1,Netherlands
38731,576.0,Goalkeeper,0,Netherlands
38734,625.0,Defender,1,Netherlands
38746,576.0,Defender,1,Netherlands
38750,529.0,Attacker,3,Netherlands
39105,625.0,Goalkeeper,0,Norway
